Name, Surname, Email, Gender, Phone, RollNo, Department, Internships, Skills, Skill Score, Aggregate Pointer, No of KT's, Domain, Performance
Jenya, Gandhi, JenyaGandhi3193@spicemail.com, Female, 8749265248, 13ex49, extc, 3, ['linux' |  'ruby' |  'ruby'], 19, 7.13, 0, dot net developer, medium
Pooja, Iyer, PoojaIyer4037@spicemail.com, Female, 9243519711, 18ex57, extc, 4, ['python' |  'web development' |  'ruby' |  'linux' |  'ruby'], 29, 9.8, 3, ethical hacking, high
Rhea, Dhar, RheaDhar6582@hotmail.com, Female, 8330261519, 16ex52, extc, 4, ['java' |  'ruby' |  'java' |  'linux' |  'c' |  'excell'], 27, 9.16, 4, dot net developer, medium
Arjun, Reddy, ArjunReddy7958@redmail.com, Male, 9920528912, 18ex09, extc, 4, ['excell' |  'java' |  'microsoft word'], 8, 4.13, 4, machine learning, extreme high
Zaina, Gokhale, ZainaGokhale2227@mail.com, Female, 8254205796, 17ex10, extc, 2, ['web scrapping' |  'web development' |  'web scrapping' |  'microsoft word'], 15, 7.67, 1, android developer, low
Manoj, Laghari, ManojLaghari5813@mail.com, Male, 9598515977, 15ex12, extc, 1, ['web scrapping' |  'web development' |  'java'], 12, 5.74, 1, dot net developer, high
Aditya, Gokhale, AdityaGokhale7657@gmail.com, Male, 8803794721, 13co32, computer, 4, ['web development' |  'java'], 5, 9.87, 3, machine learning, extreme low
Manoj, Grover, ManojGrover3943@spicemail.com, Male, 9811915628, 14co45, computer, 2, ['excell' |  'ruby' |  'java' |  'web scrapping' |  'python' |  'web scrapping'], 39, 8.31, 5, dot net developer, moderate high
Esha, Anthony, EshaAnthony6819@gmail.com, Female, 9573386226, 17co38, computer, 1, ['java'], 5, 4.56, 1, web developer, high
Aahna, Kashyap, AahnaKashyap4420@redmail.com, Female, 8717647722, 18ex59, extc, 4, ['microsoft word' |  'machine learning' |  'c' |  'web development' |  'linux'], 17, 6.54, 5, machine learning, medium
Mahika, Khatri, MahikaKhatri8321@hotmail.com, Female, 9750963468, 14co35, computer, 2, ['linux' |  'ruby'], 11, 4.31, 3, web developer, extreme high
Ayaan, Dhar, AyaanDhar2822@redmail.com, Male, 8298082162, 16ex31, extc, 1, ['web development' |  'machine learning' |  'c'], 13, 9.58, 3, android developer, medium
Anik, Anand, AnikAnand3150@hotmail.com, Male, 9686681098, 14co21, computer, 0, ['linux' |  'ruby' |  'linux' |  'machine learning'], 23, 8.43, 3, ios developer, extreme high
Pooja, Gokhale, PoojaGokhale2246@gmail.com, Female, 8555669808, 17ex09, extc, 3, ['java'], 5, 9.08, 2, dot net developer, extreme high
Aahna, Kashyap, AahnaKashyap4622@redmail.com, Female, 8255000770, 14co51, computer, 3, ['excell' |  'java' |  'c'], 11, 7.18, 5, android developer, moderate low
Aesha, Iyer, AeshaIyer8817@spicemail.com, Female, 8815974848, 17co59, computer, 3, ['web development'], 0, 8.81, 5, dot net developer, moderate high
Vivaan, Khanna, VivaanKhanna5119@mail.com, Male, 9351721714, 17ex04, extc, 0, ['linux' |  'c' |  'linux' |  'ruby' |  'microsoft word'], 19, 7.01, 0, dot net developer, extreme low
Jenya, Jha, JenyaJha6044@spicemail.com, Female, 9494567263, 15it60, it, 2, ['machine learning' |  'microsoft word'], 10, 6.12, 2, ethical hacking, extreme low
Arya, Agarwal, AryaAgarwal3646@mail.com, Female, 9700855755, 16ex14, extc, 3, ['excell'], 2, 8.69, 0, web developer, extreme high
Aesha, Ahuja, AeshaAhuja1731@redmail.com, Female, 9468700518, 16ex49, extc, 4, ['excell' |  'machine learning' |  'python' |  'machine learning' |  'microsoft word'], 31, 8.44, 2, dot net developer, low
Naina, Chopra, NainaChopra5520@hotmail.com, Female, 9313254694, 18ex27, extc, 0, ['web development'], 0, 6.55, 2, dot net developer, low
Mythri, Kapadia, MythriKapadia2524@hotmail.com, Female, 8756261602, 19it41, it, 2, ['microsoft word' |  'excell' |  'linux' |  'machine learning' |  'ruby'], 23, 7.5, 4, web developer, high
Nandini, Ghosh, NandiniGhosh8522@spicemail.com, Female, 8489868038, 17it52, it, 1, ['machine learning' |  'web development' |  'machine learning' |  'java' |  'machine learning' |  'excell'], 34, 6.21, 0, ios developer, extreme low
Damini, Joshi, DaminiJoshi4082@spicemail.com, Female, 9759237153, 19it01, it, 2, ['machine learning'], 9, 9.28, 4, dot net developer, medium
Aryan, Khanna, AryanKhanna9772@hotmail.com, Male, 9230784682, 16co43, computer, 2, ['ruby' |  'ruby' |  'excell' |  'ruby' |  'machine learning' |  'linux'], 38, 8.42, 4, ethical hacking, moderate high
Naina, Gokhale, NainaGokhale2491@mail.com, Female, 8433452802, 18it58, it, 1, ['c'], 4, 8.05, 2, dot net developer, extreme high
Kaia, Kashyap, KaiaKashyap9656@mail.com, Female, 9369842743, 17co48, computer, 2, ['java' |  'linux' |  'linux' |  'excell' |  'linux'], 16, 8.21, 0, dot net developer, medium
Aarav, Agarwal, AaravAgarwal9943@redmail.com, Male, 8505339577, 18co21, computer, 2, ['excell'], 2, 8.28, 1, ethical hacking, medium
Vivaan, Bakshi, VivaanBakshi6283@gmail.com, Male, 8766475639, 14it45, it, 2, ['web development'], 0, 6.08, 2, ethical hacking, moderate low
Roshni, Grover, RoshniGrover1599@hotmail.com, Female, 8287472895, 15it16, it, 3, ['linux' |  'linux' |  'python'], 16, 5.61, 0, ethical hacking, extreme low
Nandini, Kashyap, NandiniKashyap8434@hotmail.com, Female, 8236242274, 18it51, it, 1, ['excell' |  'ruby' |  'web development' |  'java'], 15, 8.38, 4, android developer, high
Om, Laghari, OmLaghari1547@gmail.com, Male, 8712708168, 18ex56, extc, 2, ['microsoft word' |  'machine learning'], 10, 6.3, 5, android developer, moderate high
Ajay, Gokhale, AjayGokhale1589@hotmail.com, Male, 9292727185, 18co45, computer, 3, ['excell' |  'c' |  'c'], 10, 9.38, 2, dot net developer, moderate low
Falguni, Kashyap, FalguniKashyap3828@mail.com, Female, 8860504358, 17ex54, extc, 3, ['machine learning'], 9, 4.61, 0, machine learning, low
Akshay, Gandhi, AkshayGandhi3059@redmail.com, Male, 9463202241, 18ex56, extc, 1, ['java'], 5, 5.69, 3, ethical hacking, medium
Dulari, Chopra, DulariChopra5957@redmail.com, Female, 8772689905, 18ex30, extc, 1, ['python'], 10, 4.67, 4, ios developer, low
Roshni, Kaur, RoshniKaur1942@hotmail.com, Female, 8176314434, 16ex40, extc, 2, ['excell' |  'web development'], 2, 8.08, 3, dot net developer, high
Gazala, Malhotra, GazalaMalhotra7237@mail.com, Female, 9512392870, 13ex06, extc, 4, ['linux' |  'web scrapping' |  'web scrapping' |  'c'], 21, 7.19, 4, web developer, moderate high
Dhruv, Anthony, DhruvAnthony5423@spicemail.com, Male, 9408040198, 15co30, computer, 2, ['ruby' |  'c' |  'web scrapping' |  'ruby' |  'web development' |  'linux'], 30, 4.34, 1, ios developer, moderate low
Om, Joshi, OmJoshi1333@mail.com, Male, 8405775512, 19it15, it, 0, ['machine learning' |  'c' |  'web scrapping' |  'c' |  'java'], 29, 4.73, 3, web developer, medium
Ayaan, Reddy, AyaanReddy6024@redmail.com, Male, 9699591134, 17ex25, extc, 1, ['microsoft word' |  'web scrapping' |  'c' |  'machine learning'], 21, 7.06, 3, ethical hacking, extreme high
Chahna, Ganguly, ChahnaGanguly4051@gmail.com, Female, 8521932762, 16it15, it, 3, ['excell' |  'ruby' |  'c' |  'excell' |  'excell' |  'excell'], 20, 8.87, 5, web developer, moderate low
Anik, Bakshi, AnikBakshi1610@redmail.com, Male, 9252659526, 16ex21, extc, 0, ['web scrapping' |  'web development' |  'machine learning'], 16, 7.85, 4, machine learning, medium
Kabir, Kashyap, KabirKashyap5250@hotmail.com, Male, 9940879471, 13ex29, extc, 0, ['web scrapping'], 7, 5.19, 0, android developer, moderate low
Ishita, Gokhale, IshitaGokhale4676@redmail.com, Female, 8743756429, 18ex59, extc, 4, ['java' |  'ruby' |  'java' |  'web development'], 18, 9.35, 3, ethical hacking, medium
Hanima, Chopra, HanimaChopra2827@mail.com, Female, 8217717272, 16ex45, extc, 0, ['microsoft word' |  'java' |  'linux'], 9, 8.23, 3, ethical hacking, extreme high
Naina, Khanna, NainaKhanna7332@spicemail.com, Female, 9759595074, 18it24, it, 0, ['excell'], 2, 7.67, 2, web developer, extreme low
Gazala, Ganguly, GazalaGanguly7298@hotmail.com, Female, 9447448187, 19ex57, extc, 1, ['web development' |  'python' |  'machine learning' |  'web scrapping'], 26, 9.62, 0, web developer, moderate low
Krishna, Patel, KrishnaPatel7076@mail.com, Male, 9842423246, 18it06, it, 4, ['c' |  'web scrapping' |  'machine learning' |  'python' |  'java'], 35, 9.4, 4, ethical hacking, low
Omala, Arya, OmalaArya8026@mail.com, Female, 8276236994, 15ex16, extc, 1, ['java' |  'linux' |  'excell' |  'ruby' |  'web scrapping'], 25, 8.53, 1, ethical hacking, extreme low
Vivaan, Khanna, VivaanKhanna7574@gmail.com, Male, 8831694657, 18it34, it, 1, ['machine learning' |  'java' |  'excell'], 16, 4.92, 5, ethical hacking, high
Roshni, Ganguly, RoshniGanguly6243@spicemail.com, Female, 9841228753, 18co51, computer, 1, ['python' |  'java' |  'machine learning' |  'c' |  'web scrapping' |  'web scrapping'], 42, 9.42, 1, dot net developer, moderate low
Nandini, Agarwal, NandiniAgarwal5318@spicemail.com, Female, 9389547325, 13co54, computer, 3, ['python'], 10, 9.52, 4, machine learning, extreme high
Rudra, Chopra, RudraChopra8593@redmail.com, Male, 8516872784, 13it30, it, 3, ['python' |  'linux'], 13, 4.57, 3, machine learning, extreme low
Rudra, Gupta, RudraGupta7069@hotmail.com, Male, 9696396306, 16ex33, extc, 2, ['microsoft word' |  'python' |  'microsoft word'], 12, 6.79, 2, machine learning, extreme high
Roshni, Gupta, RoshniGupta8620@spicemail.com, Female, 8573362745, 19ex07, extc, 3, ['microsoft word' |  'c' |  'java' |  'excell'], 12, 6.68, 5, ethical hacking, low
Krishna, Ganguly, KrishnaGanguly4887@redmail.com, Male, 9513381212, 17co19, computer, 0, ['java' |  'microsoft word' |  'java' |  'linux' |  'c'], 18, 5.24, 4, web developer, high
Reyansh, Kapadia, ReyanshKapadia5699@gmail.com, Male, 9768042502, 18co41, computer, 1, ['python' |  'machine learning' |  'machine learning' |  'web scrapping' |  'ruby' |  'excell'], 45, 9.35, 1, machine learning, extreme low
Zaina, Reddy, ZainaReddy1411@gmail.com, Female, 8705114191, 15co55, computer, 2, ['web scrapping'], 7, 4.33, 4, dot net developer, high
Gazala, Bakshi, GazalaBakshi8643@mail.com, Female, 9140962922, 15ex58, extc, 0, ['microsoft word' |  'web scrapping' |  'excell'], 10, 7.31, 0, machine learning, medium
Shaurya, Kaur, ShauryaKaur8631@spicemail.com, Male, 8766223182, 14co36, computer, 2, ['excell' |  'ruby'], 10, 9.96, 1, machine learning, extreme low
Arnav, Agarwal, ArnavAgarwal1446@gmail.com, Male, 8640488159, 18co22, computer, 2, ['c' |  'java' |  'microsoft word' |  'microsoft word' |  'ruby'], 19, 4.9, 5, dot net developer, medium
Chahna, Patel, ChahnaPatel4798@mail.com, Female, 9679137978, 13co27, computer, 3, ['java' |  'python' |  'python'], 25, 7.85, 4, web developer, high
Hanima, Patel, HanimaPatel7582@hotmail.com, Female, 9965465960, 17ex13, extc, 0, ['microsoft word' |  'microsoft word' |  'ruby'], 10, 4.55, 0, web developer, high
Aahna, Khatri, AahnaKhatri9245@spicemail.com, Female, 8204214376, 14it17, it, 3, ['linux' |  'ruby' |  'c' |  'microsoft word' |  'c' |  'web development'], 20, 6.84, 1, android developer, moderate low
Chahna, Kapadia, ChahnaKapadia1823@redmail.com, Female, 8445881137, 14ex17, extc, 2, ['excell' |  'ruby'], 10, 6.88, 2, web developer, medium
Manish, Kaur, ManishKaur2565@redmail.com, Male, 8637681794, 15co28, computer, 4, ['web scrapping'], 7, 4.62, 1, dot net developer, moderate high
Amara, Agarwal, AmaraAgarwal2477@mail.com, Female, 9879570007, 13it11, it, 0, ['microsoft word' |  'python' |  'java' |  'python'], 26, 4.69, 5, ios developer, extreme high
Pooja, Ghosh, PoojaGhosh1752@redmail.com, Female, 8741106701, 13ex42, extc, 2, ['machine learning' |  'c' |  'excell' |  'python' |  'c' |  'python'], 39, 7.86, 5, machine learning, moderate high
Arnav, Gokhale, ArnavGokhale5743@mail.com, Male, 9292987232, 15co41, computer, 3, ['microsoft word' |  'machine learning'], 10, 4.05, 2, ios developer, low
Madhavaditya, Anand, MadhavadityaAnand7943@gmail.com, Male, 8892384120, 15co33, computer, 1, ['machine learning' |  'microsoft word' |  'c' |  'python' |  'microsoft word' |  'c'], 29, 9.82, 1, android developer, extreme high
Zaina, Gupta, ZainaGupta6397@spicemail.com, Female, 9723315789, 15ex59, extc, 2, ['linux' |  'c' |  'microsoft word'], 8, 6.63, 5, machine learning, moderate low
Gazala, Reddy, GazalaReddy6647@hotmail.com, Female, 8672086311, 19it56, it, 1, ['c'], 4, 8.15, 3, ios developer, extreme low
Aditya, Kaur, AdityaKaur9410@redmail.com, Male, 9650782801, 13ex31, extc, 1, ['ruby'], 8, 4.79, 5, android developer, low
Ansh, Anand, AnshAnand2378@hotmail.com, Male, 8537149266, 15co52, computer, 1, ['ruby'], 8, 4.41, 2, web developer, moderate low
Omala, Khatri, OmalaKhatri8978@redmail.com, Female, 8669414041, 17it01, it, 2, ['ruby' |  'linux' |  'microsoft word'], 12, 9.99, 1, dot net developer, extreme high
Muhammad, Reddy, MuhammadReddy7645@hotmail.com, Male, 8422976822, 13ex38, extc, 3, ['python' |  'microsoft word' |  'python' |  'machine learning' |  'c'], 34, 4.95, 4, web developer, high
Laasya, Patel, LaasyaPatel1884@mail.com, Female, 8449556022, 16co25, computer, 1, ['ruby' |  'python' |  'c'], 22, 6.85, 5, ios developer, extreme high
Raahithya, Laghari, RaahithyaLaghari8998@redmail.com, Male, 8495553810, 17it09, it, 2, ['machine learning' |  'ruby' |  'web development'], 17, 8.83, 4, ios developer, extreme low
Dulari, Gokhale, DulariGokhale7162@spicemail.com, Female, 9387839632, 13it39, it, 0, ['ruby' |  'web scrapping' |  'machine learning' |  'ruby' |  'web scrapping' |  'java'], 44, 9.03, 0, android developer, extreme low
Sai, Kaur, SaiKaur8529@mail.com, Male, 8768421646, 17co33, computer, 3, ['linux'], 3, 7.11, 0, machine learning, medium
Krish, Ghosh, KrishGhosh8189@hotmail.com, Male, 8323876625, 19co09, computer, 2, ['microsoft word'], 1, 9.42, 2, ios developer, extreme low
Laasya, Bakshi, LaasyaBakshi3788@spicemail.com, Female, 8888255773, 19it18, it, 4, ['ruby' |  'web development' |  'java'], 13, 9.22, 5, web developer, extreme high
Vilina, Kapadia, VilinaKapadia3140@hotmail.com, Female, 9703012914, 19co34, computer, 4, ['microsoft word' |  'ruby' |  'ruby' |  'microsoft word'], 18, 7.89, 4, android developer, high
Amara, Gupta, AmaraGupta6651@redmail.com, Female, 9519148121, 14co04, computer, 0, ['web scrapping' |  'python' |  'c' |  'web scrapping'], 28, 5.22, 5, ios developer, moderate low
Gazala, Joshi, GazalaJoshi9262@redmail.com, Female, 8279729577, 18ex09, extc, 2, ['web development' |  'ruby' |  'web development' |  'microsoft word' |  'microsoft word'], 10, 6.29, 0, ios developer, medium
Akshay, Ahuja, AkshayAhuja4657@hotmail.com, Male, 8804630014, 19co22, computer, 1, ['microsoft word' |  'java' |  'web scrapping' |  'microsoft word' |  'c'], 18, 8.38, 2, machine learning, medium
Kaia, Bakshi, KaiaBakshi8665@gmail.com, Female, 8440845024, 15co18, computer, 0, ['excell' |  'ruby' |  'machine learning'], 19, 6.43, 5, dot net developer, extreme high
Madhavaditya, Gandhi, MadhavadityaGandhi7955@mail.com, Male, 8111350846, 19ex22, extc, 0, ['microsoft word'], 1, 7.36, 1, ethical hacking, high
Chahna, Gokhale, ChahnaGokhale5997@spicemail.com, Female, 8582012678, 15co30, computer, 3, ['microsoft word' |  'ruby'], 9, 4.38, 2, ethical hacking, moderate low
Arjun, Mangal, ArjunMangal4051@spicemail.com, Male, 9984878232, 13it11, it, 3, ['excell'], 2, 9.55, 1, ethical hacking, low
Kaia, Khatri, KaiaKhatri2596@mail.com, Female, 9174610814, 17ex57, extc, 0, ['c' |  'microsoft word' |  'machine learning' |  'web scrapping' |  'ruby' |  'microsoft word'], 30, 7.55, 2, android developer, moderate high
Naina, Ghosh, NainaGhosh8670@mail.com, Female, 9936654548, 18ex40, extc, 4, ['java' |  'machine learning' |  'machine learning' |  'excell' |  'web development' |  'web scrapping'], 32, 8.48, 4, web developer, low
Ajay, Gokhale, AjayGokhale3221@hotmail.com, Male, 9709941252, 16ex06, extc, 1, ['web scrapping' |  'java' |  'machine learning' |  'excell' |  'linux' |  'java'], 31, 8.21, 4, machine learning, extreme low
Ayaan, Joshi, AyaanJoshi4697@hotmail.com, Male, 9187602925, 16ex45, extc, 0, ['machine learning' |  'excell' |  'python' |  'ruby' |  'web scrapping' |  'ruby'], 44, 4.32, 3, ios developer, extreme low
Aahna, Grover, AahnaGrover9976@redmail.com, Female, 8818107296, 13ex22, extc, 3, ['c' |  'python'], 14, 6.1, 4, machine learning, moderate high
Kamala, Bakshi, KamalaBakshi4086@gmail.com, Female, 9276454540, 13ex01, extc, 1, ['web development' |  'ruby' |  'web development' |  'web scrapping'], 15, 4.03, 1, android developer, medium
Vilina, Jha, VilinaJha5430@mail.com, Female, 9799388319, 18co47, computer, 0, ['ruby'], 8, 9.33, 3, dot net developer, extreme low
Muhammad, Arya, MuhammadArya2286@spicemail.com, Male, 9444253308, 18it07, it, 0, ['web development'], 0, 6.66, 1, android developer, extreme low
Ansh, Arya, AnshArya4513@spicemail.com, Male, 9302346701, 19co57, computer, 4, ['microsoft word' |  'linux' |  'ruby'], 12, 7.94, 5, ios developer, low
Omala, Joshi, OmalaJoshi1357@redmail.com, Female, 9235254556, 19ex48, extc, 0, ['microsoft word' |  'c' |  'python' |  'excell' |  'python' |  'linux'], 30, 5.83, 1, dot net developer, medium
Esha, Chopra, EshaChopra2691@hotmail.com, Female, 8804641543, 19co45, computer, 0, ['web development' |  'excell' |  'web development' |  'web development'], 2, 7.96, 2, ios developer, extreme low
Pooja, Ghosh, PoojaGhosh7178@hotmail.com, Female, 8142702743, 13ex58, extc, 4, ['java' |  'java' |  'web development' |  'c'], 14, 5.1, 1, machine learning, moderate high
Esha, Jain, EshaJain8738@gmail.com, Female, 8232976459, 17ex09, extc, 2, ['excell' |  'machine learning' |  'web development' |  'machine learning' |  'ruby'], 28, 9.52, 3, dot net developer, medium
Aarav, Bakshi, AaravBakshi3934@redmail.com, Male, 8115687938, 15co06, computer, 4, ['machine learning' |  'web development' |  'machine learning'], 18, 9.54, 5, dot net developer, high
Rhea, Grover, RheaGrover7396@mail.com, Female, 8229676065, 18ex19, extc, 4, ['machine learning' |  'web scrapping'], 16, 4.34, 4, dot net developer, medium
Arya, Iyer, AryaIyer6298@gmail.com, Female, 9895325452, 18co29, computer, 4, ['linux' |  'c' |  'python' |  'ruby' |  'linux'], 28, 5.13, 0, android developer, moderate high
Ajay, Laghari, AjayLaghari6378@hotmail.com, Male, 8626742523, 16it47, it, 3, ['microsoft word' |  'ruby'], 9, 8.63, 2, web developer, moderate high
Jenya, Reddy, JenyaReddy7266@gmail.com, Female, 8790652056, 17ex02, extc, 3, ['web scrapping' |  'machine learning' |  'excell' |  'linux'], 21, 7.93, 1, ios developer, low
Ajay, Gokhale, AjayGokhale1422@mail.com, Male, 9162437348, 13ex10, extc, 2, ['excell'], 2, 5.34, 1, ios developer, low
Om, Khatri, OmKhatri9326@mail.com, Male, 8549858694, 17ex43, extc, 1, ['web scrapping' |  'python' |  'ruby' |  'web scrapping' |  'ruby' |  'python'], 50, 9.98, 5, android developer, extreme high
Dhruv, Chopra, DhruvChopra4247@spicemail.com, Male, 8208944934, 18co01, computer, 2, ['java'], 5, 4.55, 4, android developer, low
Aarav, Jha, AaravJha8651@mail.com, Male, 9467603934, 14co50, computer, 3, ['c' |  'web scrapping'], 11, 5.85, 5, android developer, high
Kaia, Anthony, KaiaAnthony8534@spicemail.com, Female, 9309441283, 13co53, computer, 4, ['python'], 10, 7.16, 1, web developer, high
Aryan, Laghari, AryanLaghari9337@mail.com, Male, 9185683884, 19co28, computer, 1, ['c' |  'ruby' |  'python' |  'web development' |  'ruby'], 30, 6.78, 5, dot net developer, extreme low
Ishaan, Anthony, IshaanAnthony4266@gmail.com, Male, 9688337604, 14it38, it, 3, ['java' |  'linux' |  'linux' |  'microsoft word'], 12, 7.23, 1, web developer, moderate high
Aesha, Ganguly, AeshaGanguly9480@gmail.com, Female, 9350066120, 19co06, computer, 4, ['python'], 10, 6.98, 4, dot net developer, moderate high
Hanima, Chopra, HanimaChopra8395@mail.com, Female, 9819937526, 13co27, computer, 1, ['java' |  'microsoft word' |  'c' |  'excell'], 12, 9.88, 4, web developer, high
Aditya, Kashyap, AdityaKashyap1058@gmail.com, Male, 9329973432, 15ex50, extc, 0, ['excell'], 2, 8.0, 0, ios developer, low
Adhira, Iyer, AdhiraIyer4650@gmail.com, Female, 8290958597, 16co40, computer, 1, ['python' |  'linux' |  'microsoft word' |  'web scrapping' |  'excell'], 23, 7.94, 0, ios developer, medium
Aahna, Arya, AahnaArya2430@spicemail.com, Female, 8780020628, 18ex39, extc, 0, ['c' |  'web scrapping' |  'excell' |  'ruby' |  'excell' |  'web scrapping'], 30, 8.89, 4, machine learning, medium
Nandini, Malhotra, NandiniMalhotra4062@gmail.com, Female, 8755272665, 17it16, it, 2, ['web development' |  'microsoft word' |  'microsoft word' |  'web scrapping' |  'web scrapping' |  'java'], 21, 6.54, 5, ios developer, low
Adhira, Ganguly, AdhiraGanguly7576@mail.com, Female, 9929766219, 16ex05, extc, 2, ['machine learning' |  'c'], 13, 9.92, 2, android developer, high
Shaurya, Gupta, ShauryaGupta9656@gmail.com, Male, 9716222445, 16ex16, extc, 1, ['java' |  'web scrapping' |  'java' |  'linux' |  'microsoft word' |  'linux'], 24, 7.01, 5, dot net developer, medium
Ishita, Bakshi, IshitaBakshi5656@gmail.com, Female, 8600870176, 18it03, it, 3, ['web development' |  'python' |  'microsoft word'], 11, 6.03, 0, ethical hacking, extreme low
Amara, Ghosh, AmaraGhosh5153@mail.com, Female, 8854493198, 13it09, it, 2, ['linux' |  'python' |  'linux'], 16, 9.85, 5, web developer, extreme high
Aryan, Malhotra, AryanMalhotra3486@redmail.com, Male, 9801284942, 16it27, it, 0, ['microsoft word' |  'java' |  'linux' |  'web development' |  'java'], 14, 4.08, 3, android developer, moderate high
Aahna, Gupta, AahnaGupta4233@mail.com, Female, 9474445302, 19it26, it, 3, ['ruby'], 8, 7.57, 1, ios developer, extreme low
Laasya, Ghosh, LaasyaGhosh8326@gmail.com, Female, 8414554457, 13ex58, extc, 0, ['excell'], 2, 7.7, 5, dot net developer, moderate high
Om, Jain, OmJain2364@spicemail.com, Male, 9665303429, 14ex14, extc, 0, ['machine learning' |  'web scrapping' |  'web development'], 16, 4.71, 4, android developer, high
Arush, Gokhale, ArushGokhale6815@spicemail.com, Male, 8594191179, 17co40, computer, 2, ['excell' |  'microsoft word' |  'web scrapping' |  'machine learning' |  'java'], 24, 8.32, 0, web developer, extreme low
Damini, Arya, DaminiArya3175@redmail.com, Female, 8163616334, 18it42, it, 3, ['machine learning' |  'web scrapping' |  'web scrapping' |  'java' |  'microsoft word'], 29, 5.15, 1, ethical hacking, extreme high
Aryan, Khatri, AryanKhatri2563@spicemail.com, Male, 9760566307, 14ex54, extc, 1, ['machine learning'], 9, 4.33, 0, machine learning, high
Chetan, Jain, ChetanJain7552@gmail.com, Male, 9171309738, 13co02, computer, 0, ['linux' |  'machine learning'], 12, 9.95, 3, ethical hacking, moderate low
Sai, Gokhale, SaiGokhale4049@hotmail.com, Male, 9720802379, 16it50, it, 1, ['linux'], 3, 9.85, 3, android developer, medium
Krishna, Ahuja, KrishnaAhuja9598@redmail.com, Male, 8271621957, 17ex38, extc, 2, ['web scrapping' |  'ruby' |  'machine learning' |  'web scrapping'], 31, 6.1, 1, ios developer, medium
Nandini, Mangal, NandiniMangal9722@hotmail.com, Female, 8945668654, 16it45, it, 4, ['python' |  'web scrapping'], 17, 5.66, 1, android developer, extreme low
Ishaan, Agarwal, IshaanAgarwal4681@mail.com, Male, 8910477930, 13it27, it, 3, ['c'], 4, 6.89, 2, android developer, extreme high
Akshay, Malhotra, AkshayMalhotra9862@hotmail.com, Male, 8819467659, 15ex57, extc, 4, ['python' |  'linux' |  'machine learning' |  'web development' |  'web development'], 22, 5.03, 2, android developer, high
Mangala, Gupta, MangalaGupta3530@mail.com, Female, 9198664858, 14it18, it, 2, ['web development' |  'microsoft word' |  'machine learning' |  'web development'], 10, 7.55, 3, dot net developer, high
Reyansh, Anand, ReyanshAnand2540@gmail.com, Male, 8628537468, 18ex43, extc, 4, ['java'], 5, 9.85, 5, web developer, extreme low
Jenya, Patel, JenyaPatel4476@mail.com, Female, 8913414788, 16co07, computer, 0, ['microsoft word' |  'web development' |  'web development' |  'web scrapping'], 8, 5.36, 0, machine learning, moderate high
Damini, Anthony, DaminiAnthony8925@spicemail.com, Female, 8274615398, 14it10, it, 4, ['ruby' |  'java' |  'microsoft word' |  'python' |  'linux' |  'web development'], 27, 8.99, 4, machine learning, high
Damini, Malhotra, DaminiMalhotra5325@hotmail.com, Female, 9751596811, 13it16, it, 3, ['microsoft word' |  'c' |  'c' |  'web scrapping' |  'web scrapping' |  'microsoft word'], 24, 8.64, 1, dot net developer, extreme high
Akshay, Agarwal, AkshayAgarwal3137@spicemail.com, Male, 8798779487, 13ex02, extc, 4, ['web development'], 0, 5.15, 2, android developer, high
Muhammad, Jain, MuhammadJain8521@hotmail.com, Male, 9544778970, 13co51, computer, 3, ['web scrapping'], 7, 4.33, 4, dot net developer, moderate low
Aditya, Kashyap, AdityaKashyap7280@redmail.com, Male, 8805981135, 17co36, computer, 4, ['python' |  'python' |  'java' |  'python'], 35, 9.12, 1, ethical hacking, high
Esha, Reddy, EshaReddy2215@hotmail.com, Female, 8878915450, 16co13, computer, 2, ['excell'], 2, 6.35, 3, android developer, extreme high
Omala, Gandhi, OmalaGandhi2850@spicemail.com, Female, 9529619638, 18ex56, extc, 4, ['linux'], 3, 9.95, 0, dot net developer, extreme high
Amara, Gandhi, AmaraGandhi3799@hotmail.com, Female, 9556800744, 17it49, it, 1, ['excell' |  'python' |  'python'], 22, 9.89, 3, android developer, low
Naina, Patel, NainaPatel5889@redmail.com, Female, 8716723061, 15ex20, extc, 3, ['linux' |  'c' |  'java' |  'microsoft word'], 13, 5.79, 4, web developer, moderate high
Kaia, Jha, KaiaJha5767@gmail.com, Female, 9411775404, 14it45, it, 0, ['python' |  'microsoft word' |  'machine learning' |  'microsoft word' |  'c' |  'java'], 30, 4.75, 4, machine learning, moderate high
Om, Dhar, OmDhar6664@mail.com, Male, 8761857119, 15co29, computer, 0, ['web development' |  'web scrapping' |  'ruby'], 15, 9.83, 0, web developer, moderate low
Zahira, Ahuja, ZahiraAhuja8475@gmail.com, Female, 8792811831, 18ex19, extc, 2, ['web scrapping' |  'excell' |  'excell'], 11, 7.56, 1, ethical hacking, extreme low
Raahithya, Joshi, RaahithyaJoshi1189@spicemail.com, Male, 9950313987, 18ex11, extc, 2, ['c' |  'python' |  'excell' |  'excell' |  'machine learning' |  'machine learning'], 36, 6.4, 1, ios developer, low
Aesha, Kaur, AeshaKaur4167@mail.com, Female, 8308640369, 18ex22, extc, 0, ['java' |  'python' |  'c'], 19, 7.7, 3, machine learning, extreme high
Kamala, Anand, KamalaAnand3328@hotmail.com, Female, 8734661317, 16co36, computer, 3, ['linux'], 3, 7.67, 5, ethical hacking, medium
